'time_ms', 'time_hour', 'time_date', 'gps_latitude', 'gps_longitude', 'button_press'
1572304076175, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076176, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076180, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076184, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076185, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076188, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076190, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076192, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076195, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076196, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076200, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076204, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076205, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076208, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076210, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076212, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076215, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076216, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076220, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076224, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076225, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076228, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076230, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076232, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076235, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076236, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076240, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076244, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076245, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076248, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304076250, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076252, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076255, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076256, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076260, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076264, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076265, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076268, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076270, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076272, 16, '10/28/2019', 34.062497, -118.447253, 0
1572304076275, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304076276, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304076280, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076284, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076285, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076288, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076290, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076292, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076295, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076296, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076300, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076304, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076305, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076308, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076310, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076312, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076315, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076316, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076320, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076324, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076325, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076328, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076330, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076332, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076335, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076336, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076340, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076344, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076345, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076348, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076350, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076352, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076355, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076356, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076360, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076364, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076365, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076368, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076370, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076372, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076375, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076376, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076380, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076384, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076385, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076388, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076390, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076392, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076395, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076396, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076400, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076404, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076405, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076408, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076410, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076412, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076415, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076416, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076420, 16, '10/28/2019', 34.070143, -118.44472, 0
1572304076424, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076425, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076428, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076430, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076432, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076435, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076436, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076440, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076444, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076445, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076448, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076450, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076452, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076455, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076456, 16, '10/28/2019', 34.062497, -118.447253, 1
1572304076460, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076464, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076465, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076468, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076470, 16, '10/28/2019', 34.070143, -118.44472, 1
1572304076472, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076475, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076476, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076480, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076484, 16, '10/28/2019', 34.058019, -118.44622, 1
1572304076485, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076488, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076490, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076492, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076495, 16, '10/28/2019', 34.058019, -118.44622, 0
1572304076496, 16, '10/28/2019', 34.058019, -118.44622, 0
